Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
13 Dell Computers,80617,ITS,2/19/2014,$566.51 ,$0.00 ,0.23,$130.29 ,$130.29 ,Successful,3/13/2014,,"75848, 75856, 75840, 75839, 75942, 75863, 75832, 75843, 75844, 75828, 75820, 75852, 75859",,,Cashiers Check,"$3,000 ",$0.00 ,$436.21 ,General Fund,0
30 Dell Computers,80618,ITS,2/19/2014,$885.00 ,$20.36 ,0.23,$203.55 ,$203.55 ,Successful,2/19/2014,,"75831, 75854, 75860, 75829, 75846, 75841, 75821, 75850, 75818, 75827, 75858, 75855, 75862, 75849, 75836, 75824, 75817, 75819, 75822, 75834, 75857, 75825, 75837, 75847, 75838, 75845, 75851, 75833, 75823, 75861",,,3606636686,"$3,000 ",$0.00 ,$681.45 ,General Fund,0
30 Dell Computers,80619,ITS,2/19/2014,$726.51 ,$16.71 ,0.23,$167.10 ,$167.10 ,Successful,2/20/2014,,"75804, 75802, 75793, 75830, 75810, 75813, 75812, 75806, 75798, 75794, 75792, 75816, 75805, 75809, 75801, 75791, 75799, 75815, 75814, 75800, 75796, 75797, 75811, 75853, 75808, 75803, 75795, 75807, 75835, 75826",,,3606684723,"$3,000 ",$0.00 ,$559.41 ,General Fund,0
Dell Laptop,80620,ITS,2/19/2014,$50.00 ,$1.15 ,0.23,$11.50 ,$11.50 ,Successful,2/19/2014,,75781,,,3606603545,"$3,000 ",$0.00 ,$38.50 ,General Fund,0
Dell Laptop w/Bag,80621,ITS,2/19/2014,$54.40 ,$1.25 ,0.23,$12.51 ,$12.51 ,Successful,2/25/2014,,75782,,,3607100022,"$3,000 ",$0.00 ,$41.89 ,General Fund,0
Dell Laptop w/Bag,80622,ITS,2/19/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,2/19/2014,,75783,,,3606636707,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
Dell Laptop,80623,ITS,2/19/2014,$64.00 ,$1.47 ,0.23,$14.72 ,$14.72 ,Successful,3/4/2014,,75787,,,3607695271,"$3,000 ",$0.00 ,$49.28 ,General Fund,0
Dell Laptop,80624,ITS,2/19/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,3/4/2014,,75784,,,3607695291,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
Dell Laptop w/Bag,80625,ITS,2/19/2014,$60.00 ,$1.38 ,0.23,$13.80 ,$13.80 ,Successful,2/24/2014,,75788,,,3606944134,"$3,000 ",$0.00 ,$46.20 ,General Fund,0
Dell Laptop w/Bag,80626,ITS,2/19/2014,$65.00 ,$1.50 ,0.23,$14.95 ,$14.95 ,Successful,3/4/2014,,75786,,,3607695302,"$3,000 ",$0.00 ,$50.05 ,General Fund,0
Dell Laptop w/Bag,80627,ITS,2/19/2014,$55.00 ,$0.00 ,0.23,$12.65 ,$12.65 ,Successful,3/13/2014,,75785,,,Cashiers Check,"$3,000 ",$0.00 ,$42.35 ,General Fund,0
Dell Laptop w/Bag,80628,ITS,2/19/2014,$155.00 ,$3.56 ,0.23,$35.65 ,$35.65 ,Successful,2/25/2014,,75790,,,3607100041,"$3,000 ",$0.00 ,$119.35 ,General Fund,0
Dell Laptop w/Bag,80629,ITS,2/19/2014,$130.12 ,$2.99 ,0.23,$29.93 ,$29.93 ,Successful,2/20/2014,,"74531, 75789",,,3606714305,"$3,000 ",$0.00 ,$100.19 ,General Fund,0
3 Communication Racks,80630,ITS,2/19/2014,$52.50 ,$1.21 ,0.23,$12.08 ,$12.08 ,Successful,2/19/2014,,"76214, 76215, 76216",,,3606618728,"$3,000 ",$0.00 ,$40.43 ,General Fund,0
HP Plotter,80631,WATER SERVICES,2/19/2014,$78.00 ,$0.00 ,0.23,$17.94 ,$17.94 ,Successful,2/27/2014,,WS-77316,,,Money Order,"$3,000 ",$0.00 ,$60.06 ,Enterprise,0
HP Plotter,80632,WATER SERVICES,2/19/2014,$100.00 ,$0.00 ,0.23,$23.00 ,$23.00 ,Successful,2/27/2014,,WS-77315,,,Money Order,"$3,000 ",$0.00 ,$77.00 ,Enterprise,0
Transmission Core,80633,OFM,2/19/2014,$205.00 ,$0.00 ,0.23,$47.15 ,$47.15 ,Successful,2/25/2014,,OFM-77412,,,Cashiers Check,"$3,000 ",$0.00 ,$157.85 ,Enterprise,0
3 File Cabinets,80635,COMMUNITY EDUCATION,2/19/2014,$70.00 ,$1.61 ,0.23,$16.10 ,$16.10 ,Successful,2/24/2014,,"76311, 76312, 76313",,,3606955320,"$3,000 ",$0.00 ,$53.90 ,General Fund,0
5 Chairs,80636,HEALTH,2/19/2014,$11.76 ,$0.27 ,0.23,$2.70 ,$2.70 ,Successful,3/10/2014,,"77128, 77129, 77130, 77131, 77132",,,3608223639,"$3,000 ",$0.00 ,$9.05 ,General Fund,0
Phone Equipment,80637,HEALTH,2/19/2014,$120.00 ,$2.76 ,0.23,$27.60 ,$27.60 ,Successful,2/19/2014,,77294,,,3606611996,"$3,000 ",$0.00 ,$92.40 ,General Fund,0
7 Catalytic Converter Cores,80644,OFM,2/19/2014,$263.01 ,$6.05 ,0.23,$60.49 ,$60.49 ,Successful,2/24/2014,,OFM-77296A,,,3606937591,"$3,000 ",$0.00 ,$202.52 ,Enterprise,0
7 Catalytic Converter Cores,80648,OFM,2/19/2014,$385.01 ,$8.86 ,0.23,$88.55 ,$88.55 ,Successful,2/24/2014,,OFM-77296B,,,3606937861,"$3,000 ",$0.00 ,$296.46 ,Enterprise,0
Assorted Cores,80650,OFM,2/19/2014,$31.51 ,$0.00 ,0.23,$7.24 ,$7.24 ,Successful,3/18/2014,,OFM-77297,,,Money Order,"$3,000 ",$0.00 ,$24.26 ,Enterprise,0
Radio Equipment,80652,OFM,2/19/2014,$155.00 ,$3.56 ,0.23,$35.65 ,$35.65 ,Successful,2/24/2014,,OFM-77298,,,3606936274,"$3,000 ",$0.00 ,$119.35 ,Enterprise,0
Paint Sprayer & Stand,80654,TENNESSEE STATE FAIR,2/19/2014,$83.81 ,$1.93 ,0.23,$19.28 ,$19.28 ,Successful,2/19/2014,,"SF-77356, SF-77357",,,3606664686,"$3,000 ",$0.00 ,$64.53 ,Enterprise,0
48 Dell PC's,80656,ITS,2/20/2014,$751.51 ,$0.00 ,0.23,$172.84 ,$172.84 ,Successful,3/19/2014,,"76789, 76836, 76859, 76872, 76762, 76876, 76889, 76814, 76887, 76868, 76875, 76790, 76891, 76896, 76765, 76847, 76806, 76893, 76892, 76881, 76838, 76855, 76835, 76813, 76832, 76808, 76886, 76899, 76895, 76898, 76869, 76804, 76840, 76801, 76846, 76831, 768",,,Money Order,"$3,000 ",$0.00 ,$578.66 ,General Fund,0
30 Dell PC's,80657,ITS,2/20/2014,$610.00 ,$14.03 ,0.23,$140.30 ,$140.30 ,Successful,2/20/2014,,"76867, 76763, 76783, 76781, 76834, 76777, 76833, 76768, 76870, 76827, 76900, 76760, 76810, 76766, 76779, 76809, 76844, 76776, 76821, 76785, 76845, 76903, 76851, 76860, 76775, 76864, 76788, 76818, 76792, 76767",,,3606717278,"$3,000 ",$0.00 ,$469.70 ,General Fund,0
30 Dell PC's,80658,ITS,2/20/2014,$715.52 ,$0.00 ,0.23,$164.56 ,$164.56 ,Successful,3/6/2014,,"76787, 76796, 76799, 76862, 76822, 76863, 76798, 76897, 76803, 76877, 76800, 76904, 76791, 76858, 76874, 76820, 76819, 76885, 76883, 76857, 76866, 76902, 76853, 76806, 76856, 76850, 76772, 76890, 76811, 76882",,,Money Order,"$3,000 ",$0.00 ,$550.95 ,General Fund,0
37 Dell PC's,80659,ITS,2/20/2014,$780.00 ,$0.00 ,0.23,$179.40 ,$179.40 ,Successful,3/13/2014,,"76769, 76817, 76849, 76884, 76842, 76829, 76771, 76852, 76825, 76830, 76770, 76837, 76764, 76812, 76780, 76794, 76826, 76816, 76761, 76802, 76841, 76778, 76865, 76828, 76854, 76782, 76888, 76773, 76797, 76843, 76815, 76878, 76880, 76879, 76786, 76901",,,Money Order,"$3,000 ",$0.00 ,$600.60 ,General Fund,0
Fahrenheat Heater,80660,WATER SERVICES,2/20/2014,$23.00 ,$0.53 ,0.23,$5.29 ,$5.29 ,Successful,2/20/2014,,WS-74882,,,3606713637,"$3,000 ",$0.00 ,$17.71 ,Enterprise,0
Tel-Kee Key Cabinet,80661,WATER SERVICES,2/20/2014,$16.50 ,$0.38 ,0.23,$3.80 ,$3.80 ,Successful,2/26/2014,,WS-73876,,,3607156423,"$3,000 ",$0.00 ,$12.71 ,Enterprise,0
7 Data Logging Modules,80662,WATER SERVICES,2/20/2014,$4.25 ,$0.10 ,0.23,$0.98 ,$0.98 ,Successful,2/20/2014,,WS-73878,,,3606713161,"$3,000 ",$0.00 ,$3.27 ,Enterprise,0
7 Dell Flat Screen Monitors,80666,PUBLIC WORKS,2/20/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,2/25/2014,,"75068, 75070, 75071, 75072, 75074, 75078, 75080",,,3607063749,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
Dell Laptop Bag,80667,PUBLIC WORKS,2/20/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,2/25/2014,,75082,,,3607100057,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
4 Fujitsu Life Book Laptops,80669,HEALTH,2/20/2014,$103.00 ,$2.37 ,0.23,$23.69 ,$23.69 ,Successful,3/10/2014,,"76222, 76223, 76224, 76225",,,3608159739,"$3,000 ",$0.00 ,$79.31 ,General Fund,0
Dell Laptop,80670,HEALTH,2/20/2014,$44.51 ,$1.02 ,0.23,$10.24 ,$10.24 ,Successful,2/20/2014,,76221,,,3606714638,"$3,000 ",$0.00 ,$34.27 ,General Fund,0
Dell Laptop,80671,HEALTH,2/20/2014,$44.51 ,$1.02 ,0.23,$10.24 ,$10.24 ,Successful,2/20/2014,,76220,,,3606714655,"$3,000 ",$0.00 ,$34.27 ,General Fund,0
Dell Laptop,80672,HEALTH,2/20/2014,$185.00 ,$4.26 ,0.23,$42.55 ,$42.55 ,Successful,3/10/2014,,76219,,,3608159768,"$3,000 ",$0.00 ,$142.45 ,General Fund,0
Dell Laptop,80673,HEALTH,2/20/2014,$52.51 ,$0.00 ,0.23,$12.07 ,$12.07 ,Successful,3/13/2014,,76281,,,Cashiers Check,"$3,000 ",$0.00 ,$40.43 ,General Fund,0
Dell Laptop,80674,HEALTH,2/20/2014,$52.51 ,$0.00 ,0.23,$12.07 ,$12.07 ,Successful,3/13/2014,,76226,,,Cashiers Check,"$3,000 ",$0.00 ,$40.43 ,General Fund,0
Dell Laptop,80675,HEALTH,2/20/2014,$52.51 ,$0.00 ,0.23,$12.07 ,$12.07 ,Successful,3/13/2014,,76227,,,Cashiers Check,"$3,000 ",$0.00 ,$40.43 ,General Fund,0
HP Laser Jet,80676,HEALTH,2/20/2014,$42.00 ,$0.00 ,0.23,$9.66 ,$9.66 ,Successful,3/13/2014,,76302,,,Cashiers Check,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
6 Dell Flat Screen Monitors,80677,HEALTH,2/20/2014,$79.00 ,$1.82 ,0.23,$18.17 ,$18.17 ,Successful,3/10/2014,,"76289, 76290, 76291, 76292, 76293, 76297",,,3608159791,"$3,000 ",$0.00 ,$60.83 ,General Fund,0
6 Dell PC's,80678,HEALTH,2/20/2014,$213.51 ,$4.91 ,0.23,$49.11 ,$49.11 ,Successful,2/27/2014,,"76282, 76283, 76284, 76285, 76286, 76287",,,3607303581,"$3,000 ",$0.00 ,$164.40 ,General Fund,0
2 Dell Optiplex GX620 PC's,80679,HEALTH,2/20/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,2/25/2014,,"76298, 76299",,,3607063782,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
"Dell 17"" Flat Screen Monitor",80680,HEALTH,2/20/2014,$23.00 ,$0.53 ,0.23,$5.29 ,$5.29 ,Successful,2/20/2014,,76288,,,3606708235,"$3,000 ",$0.00 ,$17.71 ,General Fund,0
"Dell 17"" Flat Screen Monitor",80681,HEALTH,2/20/2014,$17.75 ,$0.00 ,0.23,$4.08 ,$4.08 ,Successful,3/13/2014,,76295,,,Cashiers Check,"$3,000 ",$0.00 ,$13.66 ,General Fund,0
23 Card File Bins,80682,PUBLIC DEFENDER,2/20/2014,$62.00 ,$1.43 ,0.23,$14.26 ,$14.26 ,Successful,2/20/2014,,76170,,,3606714983,"$3,000 ",$0.00 ,$47.74 ,General Fund,0
"Philips 25"" Television",80683,PUBLIC DEFENDER,2/20/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,2/24/2014,,76183,,,3606934745,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
Assorted Books,80684,JIS,2/20/2014,$2.00 ,$0.05 ,0.23,$0.46 ,$0.46 ,Successful,2/24/2014,,76102A,,,3606953579,"$3,000 ",$0.00 ,$1.54 ,General Fund,0
Assorted Books,80685,JIS,2/20/2014,$48.17 ,$1.11 ,0.23,$11.08 ,$11.08 ,Successful,2/24/2014,,76102B,,,3606953613,"$3,000 ",$0.00 ,$37.09 ,General Fund,0
Assorted Books,80686,JIS,2/20/2014,$50.17 ,$1.15 ,0.23,$11.54 ,$11.54 ,Successful,2/24/2014,,76102C,,,3606953638,"$3,000 ",$0.00 ,$38.63 ,General Fund,0
2 Boxes of Assorted Toner,80687,JIS,2/20/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,2/20/2014,,76156,,,3606708759,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
Challenge 420 Paper Cutter,80718,SCHOOL BOARD WAREHOUSE,2/24/2014,"$1,026.01 ",$23.60 ,0.23,$235.98 ,$235.98 ,Successful,2/25/2014,,SBS-6257,,,3607079506,"$3,000 ",$0.00 ,$790.03 ,Enterprise,0
Hamada Printing Press,80719,SCHOOL BOARD WAREHOUSE,2/24/2014,$725.00 ,$0.00 ,0.23,$166.75 ,$166.75 ,Successful,2/27/2014,,SBS-6258,,,Cashiers Check,"$3,000 ",$0.00 ,$558.25 ,Enterprise,0
Bourg Collator,80720,SCHOOL BOARD WAREHOUSE,2/24/2014,$815.00 ,$0.00 ,0.23,$187.45 ,$187.45 ,Successful,2/27/2014,,SBS-6259,,,Cashiers Check,"$3,000 ",$0.00 ,$627.55 ,Enterprise,0
Magnum Platemaker 283,80721,SCHOOL BOARD WAREHOUSE,2/24/2014,$103.00 ,$2.37 ,0.23,$23.69 ,$23.69 ,Successful,3/24/2014,,SBS-6277,,,3609368281,"$3,000 ",$0.00 ,$79.31 ,Enterprise,0
Awning,80722,SCHOOL BOARD WAREHOUSE,2/24/2014,$225.00 ,$0.00 ,0.23,$51.75 ,$51.75 ,Successful,3/13/2014,,SBS-6247,,,Money Order,"$3,000 ",$0.00 ,$173.25 ,Enterprise,0
100 Student Desks,80723,SCHOOL BOARD WAREHOUSE,2/24/2014,$239.01 ,$5.50 ,0.23,$54.97 ,$54.97 ,Successful,2/25/2014,,SBS-6276,,,3607097352,"$3,000 ",$0.00 ,$184.04 ,Enterprise,0
Cooler,80724,NASHVILLE CONVENTION CTR,2/25/2014,$176.00 ,$4.05 ,0.23,$40.48 ,$40.48 ,Successful,3/10/2014,,NCC-77309,,,3608169626,"$3,000 ",$0.00 ,$135.52 ,Enterprise,0
Cooler,80725,NASHVILLE CONVENTION CTR,2/25/2014,$182.00 ,$4.19 ,0.23,$41.86 ,$41.86 ,Successful,3/10/2014,,NCC-77308,,,3608170169,"$3,000 ",$0.00 ,$140.14 ,Enterprise,0
Cabinet w/Napkin Holder,80726,NASHVILLE CONVENTION CTR,2/25/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,3/10/2014,,NCC-77306,,,3608223795,"$3,000 ",$0.00 ,$2.31 ,Enterprise,0
3 Stands,80728,NASHVILLE CONVENTION CTR,2/25/2014,$9.50 ,$0.22 ,0.23,$2.19 ,$2.19 ,Successful,2/25/2014,,NCC-77307,,,3607091988,"$3,000 ",$0.00 ,$7.32 ,Enterprise,0
Sign Letters,80729,NASHVILLE CONVENTION CTR,2/25/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,2/26/2014,,NCC-77305,,,3607158344,"$3,000 ",$0.00 ,$36.19 ,Enterprise,0
Pallet Jack,80730,TENNESSEE STATE FAIR,2/25/2014,$41.00 ,$0.94 ,0.23,$9.43 ,$9.43 ,Successful,2/25/2014,,SF-77353,,,3607067894,"$3,000 ",$0.00 ,$31.57 ,Enterprise,0
Pallet Jack,80731,TENNESSEE STATE FAIR,2/25/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,2/25/2014,,SF-76729,,,3607068224,"$3,000 ",$0.00 ,$40.04 ,Enterprise,0
Law Books,80742,PUBLIC DEFENDER,2/25/2014,$20.98 ,$0.48 ,0.23,$4.82 ,$4.82 ,Successful,3/26/2014,,75778,,,3609540264,"$3,000 ",$0.00 ,$16.15 ,General Fund,0
Server Parts,80743,JIS,2/25/2014,$11.76 ,$0.27 ,0.23,$2.70 ,$2.70 ,Successful,2/25/2014,,"76159, 76160",,,3607070724,"$3,000 ",$0.00 ,$9.06 ,General Fund,0
1998 International School Bus,80744,SCHOOL BOARD,2/20/2014,"$2,682.06 ",$0.00 ,0.23,$616.87 ,$616.87 ,Successful,2/24/2014,,,98-19,,Cashiers Check,"$3,000 ",$0.00 ,"$2,065.19 ",Enterprise,0
Office Supplies,80745,JIS,2/25/2014,$54.00 ,$1.24 ,0.23,$12.42 ,$12.42 ,Successful,2/25/2014,,"76157, 76158, 76201, 76203, 76206",,,3607071889,"$3,000 ",$0.00 ,$41.58 ,General Fund,0
Dell Laptop,80746,HEALTH,2/25/2014,$55.00 ,$1.26 ,0.23,$12.65 ,$12.65 ,Successful,2/26/2014,,70981,,,3607163498,"$3,000 ",$0.00 ,$42.35 ,General Fund,0
Dell Laptop,80747,HEALTH,2/25/2014,$57.25 ,$1.32 ,0.23,$13.17 ,$13.17 ,Successful,2/25/2014,,71003,,,3607072127,"$3,000 ",$0.00 ,$44.08 ,General Fund,0
Dell Laptop,80748,HEALTH,2/25/2014,$47.00 ,$0.00 ,0.23,$10.81 ,$10.81 ,Successful,3/13/2014,,70988,,,Cashiers Check,"$3,000 ",$0.00 ,$36.19 ,General Fund,0
Dell Laptop,80750,HEALTH,2/25/2014,$42.00 ,$0.00 ,0.23,$9.66 ,$9.66 ,Successful,3/13/2014,,71010,,,Cashiers Check,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
Dell Laptop,80758,HEALTH,2/25/2014,$37.00 ,$0.00 ,0.23,$8.51 ,$8.51 ,Successful,3/13/2014,,70984,,,Cashiers Check,"$3,000 ",$0.00 ,$28.49 ,General Fund,0
Dell Laptop,80759,HEALTH,2/25/2014,$53.75 ,$1.24 ,0.23,$12.36 ,$12.36 ,Successful,2/25/2014,,71000,,,3607124235,"$3,000 ",$0.00 ,$41.39 ,General Fund,0
1999 Bluebird School Bus,80760,SCHOOL BOARD,2/20/2014,"$2,900.01 ",$66.70 ,0.23,$667.00 ,$667.00 ,Successful,2/25/2014,,,98-32,,3607071606,"$3,000 ",$0.00 ,"$2,233.01 ",Enterprise,0
Dell Laptop,80761,HEALTH,2/25/2014,$50.00 ,$1.15 ,0.23,$11.50 ,$11.50 ,Successful,3/5/2014,,71008,,,3607860469,"$3,000 ",$0.00 ,$38.50 ,General Fund,0
Dell Laptop,80762,HEALTH,2/25/2014,$54.00 ,$1.24 ,0.23,$12.42 ,$12.42 ,Successful,2/26/2014,,70987,,,3607194403,"$3,000 ",$0.00 ,$41.58 ,General Fund,0
Dell Laptop,80763,HEALTH,2/25/2014,$54.81 ,$0.00 ,0.23,$12.60 ,$12.60 ,Successful,3/13/2014,,70985,,,Cashiers Check,"$3,000 ",$0.00 ,$42.20 ,General Fund,0
Dell Laptop,80764,HEALTH,2/25/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,2/26/2014,,70991,,,3607194441,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
1999 Bluebird School Bus,80765,SCHOOL BOARD,2/20/2014,"$3,300.00 ",$0.00 ,0.23,$759.00 ,$759.00 ,Successful,2/25/2014,,,98-37,,Cashiers Check,"$3,000 ",$0.00 ,"$2,541.00 ",Enterprise,0
Dell Laptop,80766,HEALTH,2/25/2014,$79.69 ,$1.83 ,0.23,$18.32 ,$18.32 ,Successful,3/13/2014,,75972,,,3608469632,"$3,000 ",$0.00 ,$61.36 ,General Fund,0
1998 International School Bus,80769,SCHOOL BOARD,2/20/2014,"$2,153.00 ",$0.00 ,0.23,$495.19 ,$495.19 ,Successful,2/24/2014,,,98-18,,Cashiers Check,"$3,000 ",$0.00 ,"$1,657.81 ",Enterprise,0
1998 International School Bus,80770,SCHOOL BOARD,2/20/2014,"$2,875.00 ",$0.00 ,0.23,$661.25 ,$661.25 ,Successful,2/25/2014,,,98-17,,Cashiers Check,"$3,000 ",$0.00 ,"$2,213.75 ",Enterprise,0
1999 Bluebird School Bus,80771,SCHOOL BOARD,2/20/2014,"$3,525.00 ",$0.00 ,0.23,$810.75 ,$810.75 ,Successful,2/25/2014,,,98-41,,Cashiers Check,"$3,000 ",$0.00 ,"$2,714.25 ",Enterprise,0
1998 International School Bus,80772,SCHOOL BOARD,2/20/2014,"$2,932.00 ",$0.00 ,0.23,$674.36 ,$674.36 ,Successful,2/20/2014,,,98-09,,Money Order,"$3,000 ",$0.00 ,"$2,257.64 ",Enterprise,0
1998 International School Bus,80773,SCHOOL BOARD,2/20/2014,"$2,682.00 ",$0.00 ,0.23,$616.86 ,$616.86 ,Successful,2/24/2014,,,97-18,,Cashiers Check,"$3,000 ",$0.00 ,"$2,065.14 ",Enterprise,0
1998 International School Bus,80774,SCHOOL BOARD,2/20/2014,"$2,725.00 ",$0.00 ,0.23,$626.75 ,$626.75 ,Successful,2/24/2014,,,97-13,,Cashiers Check,"$3,000 ",$0.00 ,"$2,098.25 ",Enterprise,0
Dell Laptop,80775,ITS,2/26/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,2/26/2014,,77286,,,3607189827,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Dell Laptop,80776,ITS,2/26/2014,$22.01 ,$0.51 ,0.23,$5.06 ,$5.06 ,Successful,2/26/2014,,77287,,,3607163524,"$3,000 ",$0.00 ,$16.95 ,General Fund,0
Dell Laptop,80777,ITS,2/26/2014,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,2/26/2014,,77283,,,3607190048,"$3,000 ",$0.00 ,$12.32 ,General Fund,0
Dell Laptop,80778,ITS,2/26/2014,$14.00 ,$0.32 ,0.23,$3.22 ,$3.22 ,Successful,2/26/2014,,77288,,,3607163549,"$3,000 ",$0.00 ,$10.78 ,General Fund,0
Dell Laptop,80779,ITS,2/26/2014,$17.00 ,$0.39 ,0.23,$3.91 ,$3.91 ,Successful,2/26/2014,,77284,,,3607194455,"$3,000 ",$0.00 ,$13.09 ,General Fund,0
Telephones,80780,ITS,2/26/2014,$33.25 ,$0.76 ,0.23,$7.65 ,$7.65 ,Successful,2/27/2014,,76309,,,3607250815,"$3,000 ",$0.00 ,$25.60 ,General Fund,0
Computer Station,80787,PUBLIC LIBRARY,2/26/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,2/27/2014,,77717,,,3607255523,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Computer Station,80788,PUBLIC LIBRARY,2/26/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,3/5/2014,,77718,,,3607786467,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
Tornado Floor Machine,80789,NASHVILLE CONVENTION CTR,2/26/2014,$116.00 ,$2.67 ,0.23,$26.68 ,$26.68 ,Successful,3/5/2014,,NCC-77174,,,3607793284,"$3,000 ",$0.00 ,$89.32 ,Enterprise,0
2 Shelves,80790,PUBLIC LIBRARY,2/26/2014,$44.00 ,$0.00 ,0.23,$10.12 ,$10.12 ,Successful,2/26/2014,,77708A,,,Money Order,"$3,000 ",$0.00 ,$33.88 ,General Fund,0
2 Shelves,80791,PUBLIC LIBRARY,2/26/2014,$33.00 ,$0.00 ,0.23,$7.59 ,$7.59 ,Successful,2/26/2014,,77708B,,,Money Order,"$3,000 ",$0.00 ,$25.41 ,General Fund,0
2 Shelves,80792,PUBLIC LIBRARY,2/26/2014,$41.00 ,$0.00 ,0.23,$9.43 ,$9.43 ,Successful,2/26/2014,,77708C,,,Money Order,"$3,000 ",$0.00 ,$31.57 ,General Fund,0
Shelf,80793,PUBLIC LIBRARY,2/26/2014,$13.00 ,$0.00 ,0.23,$2.99 ,$2.99 ,Successful,2/26/2014,,77708D,,,Money Order,"$3,000 ",$0.00 ,$10.01 ,General Fund,0
Shelf,80794,PUBLIC LIBRARY,2/26/2014,$11.01 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,4/7/2014,,77708E,,,3610674933,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
Shelf,80795,PUBLIC LIBRARY,2/26/2014,$10.02 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,2/26/2014,,77708F,,,3607176307,"$3,000 ",$0.00 ,$7.72 ,General Fund,0
Shelf,80796,PUBLIC LIBRARY,2/26/2014,$13.00 ,$0.30 ,0.23,$2.99 ,$2.99 ,Successful,3/6/2014,,77708G,,,3607868640,"$3,000 ",$0.00 ,$10.01 ,General Fund,0
Computer Station,80797,PUBLIC LIBRARY,2/26/2014,$11.17 ,$0.26 ,0.23,$2.57 ,$2.57 ,Successful,2/26/2014,,77715,,,3607179162,"$3,000 ",$0.00 ,$8.60 ,General Fund,0
Computer Station,80798,PUBLIC LIBRARY,2/26/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,2/26/2014,,77716,,,3607179196,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Dell Laptop,80799,ITS,2/27/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,3/5/2014,,77279,,,3607860472,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
2 Dell Laptops,80800,ITS,2/27/2014,$74.69 ,$0.00 ,0.23,$17.17 ,$17.17 ,Successful,3/10/2014,,"77281, 77282",,,Cashiers Check,"$3,000 ",$0.00 ,$57.51 ,General Fund,0
Dell Laptop,80801,ITS,2/27/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,3/3/2014,,77285,,,3607649741,"$3,000 ",$0.00 ,$36.19 ,General Fund,0
6 Dell PC's,80802,ITS,2/27/2014,$20.01 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,3/4/2014,,"76959, 76961, 76962, 76964, 76965, 76991",,,3607700782,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Child Size Rocking Chair,80803,METRO ACTION,2/27/2014,$35.00 ,$0.00 ,0.23,$8.05 ,$8.05 ,Successful,3/13/2014,,MAC-74027,,,Cashiers Check,"$3,000 ",$0.00 ,$26.95 ,Enterprise,0
Child Size Rocking Chair,80804,METRO ACTION,2/27/2014,$35.59 ,$0.00 ,0.23,$8.18 ,$8.18 ,Successful,3/13/2014,,MAC-74028,,,Cashiers Check,"$3,000 ",$0.00 ,$27.40 ,Enterprise,0
